City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,grand falls-windsor,48.9332,-55.6649,1.3,73,5,2.78,CA,1712878291
362,chernyshevskiy,63.0128,112.4714,-21.95,92,21,1.45,RU,1712878294
363,wellington,-41.2866,174.7756,14.99,95,100,8.75,NZ,1712877929
364,kilindoni,-7.9139,39.6668,27.91,82,91,4.79,TZ,1712878301
365,richlands,37.0932,-81.7937,16.9,100,100,4.12,US,1712878304
366,viqueque,-8.8673,126.3658,26.78,75,58,0.5,TL,1712878307
367,dodola,6.9833,39.1833,12.31,76,34,1.61,ET,1712878311
368,mizdah,31.4451,12.9801,13.79,84,88,11.45,LY,1712878314
369,east london,-33.0153,27.9116,15.4,65,38,6.75,ZA,1712878210
370,oxapampa,-10.5775,-75.4017,16.13,99,96,1.12,PE,1712878321
371,ballina,-28.8667,153.5667,20.99,72,70,5.42,AU,1712878325
372,nicoya,10.1483,-85.452,30.58,60,92,4.44,CR,1712878328
373,yen vinh,18.6667,105.6667,24.3,91,31,0.52,VN,1712878331
374,puerto aysen,-45.4,-72.7,5.05,92,0,0.31,CL,1712878335
375,kapuskasing,49.4169,-82.4331,15.0,38,100,3.6,CA,1712878338
376,ibipeba,-11.6408,-42.0111,21.87,93,37,2.1,BR,1712878341
377,siwa oasis,29.2041,25.5195,19.24,50,0,3.33,EG,1712878345
378,inyonga,-6.7167,32.0667,18.38,96,97,0.97,TZ,1712878349
379,evanston,42.0411,-87.6901,14.7,62,100,3.6,US,1712878067
380,knottsville,37.7717,-86.9042,14.86,97,100,3.81,US,1712878355
381,lazaro cardenas,17.9583,-102.2,26.42,67,3,3.1,MX,1712878358
382,ormara,25.2088,64.6357,25.68,81,1,0.35,PK,1712878362
383,san antonio,29.4241,-98.4936,29.71,21,0,5.14,US,1712877807
384,waliso,8.5333,37.9833,16.27,57,56,2.88,ET,1712878368
385,juneau,58.3019,-134.4197,6.9,87,75,5.66,US,1712878185
386,nieuw amsterdam,5.8833,-55.0833,29.01,79,20,3.09,SR,1712878375
387,saint-joseph,-21.3667,55.6167,24.21,84,39,0.64,RE,1712878215
388,manavalakurichi,8.1333,77.3,27.53,76,93,4.53,IN,1712878381
389,salihorsk,52.7876,27.5415,7.92,64,55,3.36,BY,1712878384
390,srandakan,-7.9386,110.2506,25.72,89,94,1.06,ID,1712878388
391,tvoroyri,61.5556,-6.8111,8.85,86,77,13.14,FO,1712878391
392,kinkala,-4.3614,14.7644,23.24,94,100,2.78,CG,1712878394
393,xilin hot,43.9667,116.0333,11.36,41,100,2.36,CN,1712878168
394,soure,-0.7167,-48.5233,26.3,91,100,2.77,BR,1712878401
395,sejenane,37.0572,9.2381,8.53,90,79,0.82,TN,1712878404
396,brownwood,31.7093,-98.9912,24.62,29,0,2.06,US,1712878368
397,alofi,-19.0595,-169.9187,28.94,74,100,3.6,NU,1712878410
398,malinyi,-8.9333,36.1333,22.43,97,98,1.1,TZ,1712878414
399,gasa,31.5,34.4667,16.94,86,0,1.37,PS,1712878351
400,taltal,-25.4,-70.4833,18.56,78,51,1.4,CL,1712878217
401,turaif,31.6725,38.6637,15.14,47,20,3.09,SA,1712878423
402,det udom,14.906,105.0784,25.9,47,67,5.62,TH,1712878427
403,petoskey,45.3733,-84.9553,9.2,87,100,2.57,US,1712878275
404,colonia,50.9333,6.95,14.9,81,100,0.0,DE,1712878326
405,kalmunai,7.4167,81.8167,27.38,82,94,1.54,LK,1712878437
406,pandan,14.0453,124.1694,27.32,82,94,4.13,PH,1712878440
407,keflavik,64.0049,-22.5624,3.95,87,75,7.2,IS,1712878443
408,bel ombre,-4.6167,55.4167,27.91,78,20,3.09,SC,1712878181
409,quelimane,-17.8786,36.8883,23.79,85,95,3.32,MZ,1712878192
410,timbuktu,16.7735,-3.0074,30.81,11,75,6.65,ML,1712878453
411,saldanha,-33.0117,17.9442,17.03,62,7,5.12,ZA,1712878456
412,olinda,-8.0089,-34.8553,28.85,84,40,3.6,BR,1712878459
413,tadine,-21.55,167.8833,24.01,75,100,3.31,NC,1712878463
414,boa vista,2.8197,-60.6733,32.99,49,20,5.66,BR,1712878466
415,tibu,8.639,-72.7358,29.01,55,7,0.74,CO,1712878469
416,nadym,65.5333,72.5167,-12.8,89,100,13.72,RU,1712878473
417,tsiombe,-25.3,45.4833,19.89,88,95,2.71,MG,1712878476
418,okahandja,-21.9833,16.9167,21.29,29,51,7.15,NA,1712878254
419,nizhnesortymskiy,62.4397,71.7603,-8.06,94,100,13.96,RU,1712878450
420,luena,-11.7833,19.9167,20.1,94,86,1.03,AO,1712878486
421,kargat,55.1956,80.2811,-5.83,81,18,2.64,RU,1712878489
422,palikir - national government center,6.9248,158.1611,28.41,79,100,1.54,FM,1712878492
423,karratha,-20.7377,116.8463,27.88,67,68,2.34,AU,1712878495
424,beledweyne,4.7358,45.2036,29.05,54,99,5.32,SO,1712878499
425,tonnerre,47.8563,3.9737,8.79,88,68,0.44,FR,1712878502
426,baoqing,46.3317,132.2111,15.08,56,3,4.69,CN,1712878505
427,hasaki,35.7333,140.8333,17.94,82,100,5.29,JP,1712878508
428,maych'ew,12.7875,39.5422,14.87,84,7,1.95,ET,1712878512
429,mil'kovo,55.6078,37.7956,9.63,65,45,3.84,RU,1712878515
430,la passe,45.5549,-0.8967,13.13,93,41,3.06,FR,1712878460
431,la'ie,21.6477,-157.9253,26.98,81,100,3.58,US,1712878521
432,serowe,-22.3833,26.7167,15.38,76,85,5.72,BW,1712878525
433,idrinskoye,54.3708,92.1358,-1.69,80,100,1.54,RU,1712878528
434,pokrovsk,48.282,37.1758,15.43,64,9,2.8,UA,1712878532
435,lerwick,60.1545,-1.1494,10.0,83,100,7.87,GB,1712878535
436,lugoba,-6.45,38.3333,22.52,94,15,1.44,TZ,1712878538
437,rexburg,43.826,-111.7897,17.73,22,0,3.6,US,1712878380
438,placido de castro,-10.3353,-67.1856,24.39,97,52,1.71,BR,1712878545
439,arica,-18.475,-70.3042,23.75,73,0,2.57,CL,1712878334
440,sumbe,-11.2061,13.8437,25.32,93,100,2.7,AO,1712878551
441,cedeira,43.6797,-8.0209,16.69,79,80,0.9,ES,1712878555
442,turpan,42.9333,89.1667,17.92,27,0,1.99,CN,1712878558
443,richards bay,-28.783,32.0377,17.36,62,71,5.87,ZA,1712878561
444,bandarbeyla,9.4942,50.8122,27.67,86,40,1.89,SO,1712878564
445,khovd,48.0056,91.6419,4.72,51,98,0.56,MN,1712878568
446,scarborough,54.2797,-0.4044,15.92,85,100,4.02,GB,1712878433
447,capitan bado,-23.2667,-55.5333,24.27,79,100,1.85,PY,1712878574
448,mount pearl,47.5166,-52.7813,1.85,81,0,5.14,CA,1712878477
449,mili,6.0815,171.735,27.26,84,100,7.23,MH,1712878581
450,nehoiu,45.4167,26.3,13.35,78,8,2.43,RO,1712878584
451,fort bragg,35.139,-79.006,21.57,91,100,5.66,US,1712878460
452,ginir,7.1333,40.7,16.33,79,54,1.87,ET,1712878591
453,twon-brass,4.3151,6.2418,28.63,80,86,6.81,NG,1712878594
454,puerto leguizamo,-0.1934,-74.7819,23.57,97,99,0.91,CO,1712878597
455,alice town,25.7167,-79.3,25.07,89,100,8.01,BS,1712878600
456,cowra,-33.8333,148.6833,17.94,57,0,1.04,AU,1712878603
457,zalingei,12.9096,23.4741,25.77,13,49,3.19,SD,1712878607
458,lodwar,3.1191,35.5973,29.29,59,30,2.56,KE,1712878610
459,usogorsk,63.4106,48.6872,4.81,100,100,7.01,RU,1712878476
460,noshiro,40.2039,140.0242,9.46,57,100,1.56,JP,1712878617
461,voi,-3.3945,38.563,23.5,86,24,2.36,KE,1712878620
462,huaraz,-9.5333,-77.5333,12.92,90,100,2.28,PE,1712878451
463,portland,45.5234,-122.6762,17.96,48,75,3.09,US,1712878526
464,navasota,30.388,-96.0877,26.17,73,0,3.24,US,1712878356
465,aiquile,-18.2041,-65.1807,15.92,90,100,1.9,BO,1712878633
466,bowen,-20.0167,148.2333,25.14,67,1,5.8,AU,1712878420
467,mkushi,-13.6202,29.3939,18.68,97,99,3.99,ZM,1712878639
468,hotan,37.0997,79.9269,16.08,19,24,3.49,CN,1712878479
469,novo aripuana,-5.1206,-60.3797,25.06,96,99,0.93,BR,1712878646
470,hassi messaoud,31.6804,6.0729,15.92,41,40,3.09,DZ,1712878649
471,salinas,36.6777,-121.6555,28.45,66,0,4.12,US,1712878611
472,gorontalo,0.5412,123.0595,27.52,74,98,1.47,ID,1712878656
473,ga-kgapane,-23.6333,30.2167,15.55,81,82,2.1,ZA,1712878659
474,coruripe,-10.1256,-36.1756,26.27,85,27,3.67,BR,1712878662
475,iargara,46.4275,28.4367,15.3,72,15,3.63,MD,1712878665
476,shiogama,38.3167,141.0333,11.99,68,98,0.83,JP,1712878669
477,holualoa,19.6228,-155.9522,25.7,75,100,2.57,US,1712878459
478,la ronge,55.1001,-105.2842,5.14,60,20,5.14,CA,1712878675
479,dwarka,22.2394,68.9678,24.69,85,53,4.0,IN,1712878678
480,tughyl,47.7252,84.2063,1.47,99,100,5.73,KZ,1712878682
481,ghat,24.9647,10.1728,23.54,22,0,6.45,LY,1712878468
482,talcahuano,-36.7167,-73.1167,13.82,77,0,1.03,CL,1712878462
483,pangody,65.85,74.4859,-14.91,82,100,11.29,RU,1712878691
484,bosaso,11.2842,49.1816,27.64,73,36,1.49,SO,1712878695
485,plettenberg bay,-34.0527,23.3716,13.0,70,14,1.96,ZA,1712878698
486,suva,-18.1416,178.4415,29.71,79,75,0.0,FJ,1712878701
487,osuna,37.2377,-5.1075,12.77,46,11,4.82,ES,1712878704
488,cidreira,-30.1811,-50.2056,20.62,80,100,7.79,BR,1712878643
489,borogontsy,62.6683,131.1683,-8.02,94,100,4.77,RU,1712878711
490,kunming,25.0389,102.7183,12.96,62,0,3.0,CN,1712878714
491,chengdu,30.6667,104.0667,17.94,82,0,0.0,CN,1712878664
492,campbell river,50.0163,-125.2446,9.14,100,100,5.14,CA,1712878721
493,jinchang,38.4953,102.1739,12.85,35,77,1.55,CN,1712878724
494,thyolo,-16.0678,35.1405,17.4,99,100,1.86,MW,1712878727
495,as sulayyil,20.4607,45.5779,27.14,31,32,3.61,SA,1712878493
496,binzhou,37.3667,118.0167,20.55,53,3,5.18,CN,1712878734
497,yujing,23.1249,120.4614,23.68,72,32,0.81,TW,1712878737
498,longboat key,27.4125,-82.659,24.02,82,0,6.69,US,1712878740
499,acarau,-2.8856,-40.12,26.6,86,97,3.28,BR,1712878744
500,bonthe,7.5264,-12.505,25.86,86,98,1.62,SL,1712878747
501,santiago de cao,-7.9589,-79.2392,22.07,88,40,5.14,PE,1712878750
502,villa canas,-34.0057,-61.6076,13.29,10,96,4.63,AR,1712878754
503,tobruk,32.0836,23.9764,16.78,83,100,4.29,LY,1712878757
504,poplar bluff,36.757,-90.3929,20.88,28,0,10.29,US,1712878760
505,saudarkrokur,65.7461,-19.6394,0.56,99,99,3.18,IS,1712878594
506,hervey bay,-25.2986,152.8535,23.9,78,3,4.02,AU,1712878767
507,balikpapan,-1.2675,116.8289,25.55,94,20,1.03,ID,1712878770
508,queenstown,-31.8976,26.8753,4.11,87,0,0.68,ZA,1712878773
509,port hueneme,34.1478,-119.1951,29.14,66,20,3.09,US,1712878776
510,lenexa,38.9536,-94.7336,17.93,21,0,10.8,US,1712878583
511,carauari,-4.8828,-66.8958,24.67,92,97,0.68,BR,1712878783
512,kirakira,-10.4544,161.9205,30.41,64,89,2.34,SB,1712878786
513,tqvarch'eli,42.8404,41.6801,11.38,94,87,0.73,GE,1712878790
514,lompoc,34.6391,-120.4579,27.66,67,0,4.63,US,1712878793
515,ube,33.9431,131.2511,17.91,63,75,5.66,JP,1712878796
516,ust-tsilma,65.441,52.1498,1.45,99,100,7.6,RU,1712878598
517,valle de la pascua,9.2155,-66.0073,29.18,50,3,5.15,VE,1712878802
518,skovorodino,53.9833,123.9167,1.51,85,100,2.79,RU,1712878806
519,bull savanna,17.8868,-77.5902,25.33,80,49,5.86,JM,1712878809
520,san rafael del sur,11.8485,-86.4384,35.54,46,47,8.54,NI,1712878812
521,malango,-2.9627,119.9001,20.88,99,100,0.24,ID,1712878816
522,euclides da cunha,-10.5075,-39.0158,22.23,92,95,2.86,BR,1712878530
523,winslow,35.0242,-110.6974,24.1,8,0,1.54,US,1712878567
524,faya-largeau,17.9257,19.1043,26.55,11,75,8.1,TD,1712878825
525,praia,14.9215,-23.5087,22.3,73,0,4.63,CV,1712878829
526,leua,48.2156,18.6071,11.5,81,77,1.67,SK,1712878832
527,ar ruways,24.1103,52.7306,24.41,75,81,4.75,AE,1712878835
528,howard springs,-12.497,131.047,25.49,78,98,3.32,AU,1712878839
529,bilhaur,26.85,80.0833,26.67,20,51,1.94,IN,1712878842
530,kiruna,67.8557,20.2251,-4.49,86,40,0.0,SE,1712878845
531,tommot,58.9564,126.2925,1.2,99,100,2.99,RU,1712878849
532,zelenoborskiy,66.845,32.3622,1.28,79,96,6.26,RU,1712878852
533,banda aceh,5.5577,95.3222,26.72,80,88,3.25,ID,1712878855
534,cuajinicuilapa,16.4667,-98.4167,30.31,50,17,3.12,MX,1712878859
535,sinop,41.7711,34.8709,9.68,88,45,1.19,TR,1712878862
536,anna regina,7.2644,-58.5077,26.94,78,10,4.23,GY,1712878607
537,kalymnos,36.95,26.9833,16.74,94,20,3.6,GR,1712878869
538,tigre,-34.426,-58.5796,16.0,67,20,5.66,AR,1712878872
539,santa cruz del sur,20.7147,-77.9956,26.84,80,10,5.27,CU,1712878875
540,gariadhar,21.5333,71.5833,26.95,52,6,2.08,IN,1712878879
541,kashgar,39.4547,75.9797,17.56,12,20,6.0,CN,1712878882
542,aral,40.5156,81.2636,17.2,94,18,3.62,CN,1712878885
543,taro,-8.3862,115.28,23.0,91,77,0.19,ID,1712878888
544,kovernino,57.1253,43.8142,6.38,79,66,3.63,RU,1712878892
545,hilo,19.7297,-155.09,23.68,98,100,2.68,US,1712878895
546,kayangel,8.0823,134.7173,28.06,75,74,4.98,PW,1712878898
547,armacao de buzios,-22.7469,-41.8817,26.03,88,64,0.96,BR,1712878902
548,kodinsk,58.6881,99.1844,-5.31,92,100,0.82,RU,1712878905
549,cill airne,52.05,-9.5167,11.43,98,100,2.37,IE,1712878908
550,tabou,4.423,-7.3528,26.51,83,100,1.95,CI,1712878911
551,mundybash,53.211,87.2983,-3.28,95,100,3.53,RU,1712878915
552,mulayjah,27.271,48.4242,24.12,28,54,3.01,SA,1712878918
553,yigo village,13.5361,144.8886,28.62,81,75,6.69,GU,1712878921
554,midelt,32.6852,-4.7451,11.67,46,14,3.93,MA,1712878925
555,kasempa,-13.4584,25.8338,17.45,96,85,1.81,ZM,1712878928
556,mahdia,35.5047,11.0622,15.97,64,98,6.19,TN,1712878932
557,ahmadpur east,29.1431,71.2598,26.42,19,22,4.58,PK,1712878935
558,farafangana,-22.8167,47.8333,24.1,86,100,3.63,MG,1712878939
559,rio preto da eva,-2.6994,-59.6997,24.25,98,84,2.05,BR,1712878942
560,khorixas,-20.3667,14.9667,24.3,43,83,1.57,NA,1712878945
561,kamaishi,39.2667,141.8833,11.81,77,100,2.77,JP,1712878948
562,rocky mount,35.9382,-77.7905,21.88,94,100,9.64,US,1712878952
563,leongatha,-38.4833,145.95,14.63,73,100,1.19,AU,1712878955
564,pimentel,-6.8367,-79.9342,25.16,69,0,9.77,PE,1712878958
565,turuntayevo,52.2,107.6167,2.05,87,100,0.51,RU,1712878961
566,menaka,15.9182,2.4022,32.12,9,100,4.19,ML,1712878965
567,tanggu,39.0211,117.6469,17.98,74,0,5.23,CN,1712878968
568,fomboni,-12.28,43.7425,28.74,79,100,5.25,KM,1712878971
569,argo,37.6333,22.7333,17.87,45,99,4.88,GR,1712878975
570,holdrege,40.4403,-99.3698,15.6,20,0,8.75,US,1712878978
571,vila do maio,15.1333,-23.2167,22.44,77,0,5.22,CV,1712878981
